PeakID (cmd=annotatePeaks.pl /sonas-hs/ware/hpc_norepl/data/foli/maizeCode/RA1_deduct_final.bed zm_v4 -ann /sonas-hs/ware/hpc/home/foli/software/homer/data/genomes/zm_v4/zm_v4.basic.annotation)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
2-981	2	224007683	224007882	+	10.4	NA	exon (transcript:Zm00001d007183_T014, exon 5 of 11)	NA	192	transcript:Zm00001d007183_T024								
3-621	3	108535814	108536013	+	10.4	NA	NA	NA	-16425	transcript:Zm00001d041255_T001								
5-1181	5	86477227	86477426	+	10.4	NA	exon (transcript:Zm00001d015366_T002, exon 3 of 5)	NA	1911	transcript:Zm00001d015366_T002								
4-1270	4	117736479	117736678	+	10.4	NA	NA	NA	-138627	transcript:Zm00001d050712_T001								
6-868	6	139168061	139168260	+	10.4	NA	NA	NA	7925	transcript:Zm00001d037833_T003								
2-841	2	217685718	217685917	+	10.4	NA	intron (transcript:Zm00001d006839_T001, intron 8 of 10)	NA	4329	transcript:Zm00001d006839_T002								
3-940	3	6249098	6249297	+	10.4	NA	5' UTR (transcript:Zm00001d039512_T008, exon 1 of 7)	NA	415	transcript:Zm00001d039512_T013								
5-788	5	219343894	219344093	+	10.4	NA	NA	NA	31016	transcript:Zm00001d018368_T001								
9-842	9	131477942	131478141	+	10.4	NA	NA	NA	9910	transcript:Zm00001d047478_T001								
2-1206	2	9772013	9772212	+	10.4	NA	promoter-TSS (transcript:Zm00001d002301_T001)	NA	-127	transcript:Zm00001d002301_T001								
5-851	5	63350226	63350425	+	10.4	NA	TTS (transcript:Zm00001d014792_T008)	NA	1942	transcript:Zm00001d014792_T005								
4-1053	4	43401400	43401599	+	10.4	NA	5' UTR (transcript:Zm00001d049760_T001, exon 1 of 8)	NA	13	transcript:Zm00001d049760_T001								
10-820	10	150136251	150136450	+	10.4	NA	intron (transcript:Zm00001d026695_T001, intron 2 of 2)	NA	1012	transcript:Zm00001d026695_T002								
6-972	6	88242567	88242766	+	10.4	NA	NA	NA	27149	transcript:Zm00001d036432_T002								
7-951	7	112333689	112333888	+	10.4	NA	exon (transcript:Zm00001d020414_T003, exon 6 of 10)	NA	1714	transcript:Zm00001d020414_T004								
2-1101	2	145392269	145392468	+	10.4	NA	NA	NA	-2024	transcript:Zm00001d000938_T001								
6-867	6	137689162	137689361	+	10.4	NA	3' UTR (transcript:Zm00001d037785_T004, exon 2 of 2)	NA	3667	transcript:Zm00001d037785_T004								
5-1147	5	39262341	39262540	+	10.4	NA	NA	NA	-35967	transcript:Zm00001d001537_T001								
4-1232	4	61319039	61319238	+	10.4	NA	intron (transcript:Zm00001d050032_T002, intron 4 of 11)	NA	1363	transcript:Zm00001d050032_T004								
2-1154	2	202674489	202674688	+	10.4	NA	promoter-TSS (transcript:Zm00001d006244_T001)	NA	-288	transcript:Zm00001d006244_T001								
3-1275	3	191429347	191429546	+	10.4	NA	exon (transcript:Zm00001d043200_T001, exon 3 of 3)	NA	7078	transcript:Zm00001d043201_T001								
10-498	10	1264169	1264368	+	10.4	NA	NA	NA	21563	transcript:Zm00001d023240_T001								
9-549	9	128019348	128019547	+	10.4	NA	NA	NA	2274	transcript:Zm00001d047372_T001								
8-655	8	104419905	104420104	+	10.4	NA	NA	NA	3089	transcript:Zm00001d010214_T001								
4-1023	4	6756943	6757142	+	10.4	NA	exon (transcript:Zm00001d048867_T001, exon 5 of 6)	NA	2591	transcript:Zm00001d048867_T001								
1-1532	1	266956265	266956464	+	10.4	NA	intron (transcript:Zm00001d033551_T034, intron 20 of 29)	NA	2866	transcript:Zm00001d033551_T047								
2-1082	2	118055918	118056117	+	10.4	NA	promoter-TSS (transcript:Zm00001d004559_T005)	NA	-503	transcript:Zm00001d004559_T003								
5-829	5	40166663	40166862	+	10.4	NA	intron (transcript:Zm00001d014303_T003, intron 7 of 9)	NA	-2337	transcript:Zm00001d014303_T001								
8-862	8	35431354	35431553	+	10.4	NA	NA	NA	1614	transcript:Zm00001d009083_T001								
8-572	8	146318030	146318229	+	10.4	NA	intron (transcript:Zm00001d011308_T001, intron 1 of 5)	NA	473	transcript:Zm00001d011308_T001								
2-799	2	124811650	124811849	+	10.4	NA	intron (transcript:Zm00001d004644_T001, intron 5 of 5)	NA	7078	transcript:Zm00001d004644_T002								
4-1022	4	5927382	5927581	+	10.4	NA	exon (transcript:Zm00001d048816_T001, exon 1 of 1)	NA	328	transcript:Zm00001d048816_T001								
1-1783	1	233708285	233708484	+	10.4	NA	intron (transcript:Zm00001d032667_T007, intron 4 of 7)	NA	1286	transcript:Zm00001d032667_T011								
4-1365	4	231030355	231030554	+	10.4	NA	NA	NA	-7229	transcript:Zm00001d053429_T001								
10-731	10	40760467	40760666	+	10.4	NA	NA	NA	-8231	transcript:Zm00001d024060_T001								
9-908	9	62706329	62706528	+	10.4	NA	NA	NA	-119790	transcript:Zm00001d046093_T001								
5-1257	5	188473104	188473303	+	10.4	NA	NA	NA	-4415	transcript:Zm00001d017192_T001								
5-993	5	60860516	60860715	+	10.4	NA	intron (transcript:Zm00001d014729_T001, intron 1 of 2)	NA	474	transcript:Zm00001d014729_T001								
1-1832	1	295634349	295634548	+	10.4	NA	intron (transcript:Zm00001d034525_T001, intron 1 of 3)	NA	1205	transcript:Zm00001d034525_T003								
1-1647	1	79659128	79659327	+	10.4	NA	NA	NA	6072	transcript:Zm00001d029617_T001								
6-521	6	28520154	28520353	+	10.4	NA	intron (transcript:Zm00001d035476_T002, intron 2 of 4)	NA	-440	transcript:Zm00001d035476_T001								
2-1143	2	187906184	187906383	+	10.4	NA	NA	NA	-13106	transcript:Zm00001d005778_T001								
10-580	10	23626401	23626600	+	10.4	NA	NA	NA	-36285	transcript:Zm00001d023825_T005								
5-1033	5	136646124	136646323	+	10.4	NA	TTS (transcript:Zm00001d015982_T001)	NA	-1100	transcript:Zm00001d015984_T003								
5-921	5	204627286	204627485	+	10.4	NA	NA	NA	-3381	transcript:Zm00001d017702_T001								
7-808	7	91749619	91749818	+	10.4	NA	NA	NA	5797	transcript:Zm00001d020097_T009								
5-821	5	32774177	32774376	+	10.4	NA	intron (transcript:Zm00001d014108_T006, intron 1 of 4)	NA	151	transcript:Zm00001d014108_T003								
3-1304	3	215164158	215164357	+	10.4	NA	TTS (transcript:Zm00001d043965_T001)	NA	3896	transcript:Zm00001d043965_T002								
6-1062	6	167229874	167230073	+	10.4	NA	exon (transcript:Zm00001d038931_T002, exon 2 of 9)	NA	534	transcript:Zm00001d038931_T003								
5-1029	5	124308851	124309050	+	10.4	NA	promoter-TSS (transcript:Zm00001d015824_T001)	NA	-730	transcript:Zm00001d015824_T001								
10-809	10	142295326	142295525	+	10.4	NA	5' UTR (transcript:Zm00001d026261_T007, exon 2 of 9)	NA	821	transcript:Zm00001d026261_T006								
7-844	7	143110081	143110280	+	10.4	NA	TTS (transcript:Zm00001d021117_T001)	NA	1189	transcript:Zm00001d021117_T001								
6-959	6	70470003	70470202	+	10.4	NA	NA	NA	51091	transcript:Zm00001d036072_T001								
1-1805	1	266465660	266465859	+	10.4	NA	3' UTR (transcript:Zm00001d033541_T001, exon 4 of 4)	NA	7244	transcript:Zm00001d033541_T002								
8-793	8	137997989	137998188	+	10.4	NA	5' UTR (transcript:Zm00001d011066_T004, exon 1 of 6)	NA	155	transcript:Zm00001d011066_T001								
1-1520	1	251647322	251647521	+	10.4	NA	NA	NA	-2211	transcript:Zm00001d033130_T008								
4-950	4	171498216	171498415	+	10.4	NA	promoter-TSS (transcript:Zm00001d051832_T001)	NA	-685	transcript:Zm00001d051832_T001								
7-898	7	25998981	25999180	+	10.4	NA	NA	NA	-24912	transcript:Zm00001d019293_T006								
3-904	3	192751520	192751719	+	10.4	NA	3' UTR (transcript:Zm00001d043238_T003, exon 3 of 3)	NA	1626	transcript:Zm00001d043238_T004								
7-962	7	130288057	130288256	+	10.4	NA	promoter-TSS (transcript:Zm00001d020725_T001)	NA	-895	transcript:Zm00001d020725_T001								
10-597	10	53576475	53576674	+	10.4	NA	NA	NA	-4758	transcript:Zm00001d024184_T001								
2-1108	2	153501173	153501372	+	10.4	NA	TTS (transcript:Zm00001d005010_T001)	NA	1693	transcript:Zm00001d005010_T001								
5-987	5	49271197	49271396	+	10.4	NA	NA	NA	-1927	transcript:Zm00001d014471_T001								
5-1139	5	24405800	24405999	+	10.4	NA	TTS (transcript:Zm00001d013908_T002)	NA	6041	transcript:Zm00001d013908_T006								
6-1059	6	166778476	166778675	+	10.4	NA	TTS (transcript:Zm00001d038907_T001)	NA	1710	transcript:Zm00001d038907_T001								
6-1060	6	166895319	166895518	+	10.4	NA	intron (transcript:Zm00001d038916_T002, intron 13 of 13)	NA	-1270	transcript:Zm00001d038917_T001								
7-859	7	158153707	158153906	+	10.4	NA	TTS (transcript:Zm00001d021616_T001)	NA	475	transcript:Zm00001d021616_T001								
9-751	9	2213423	2213622	+	10.4	NA	TTS (transcript:Zm00001d044781_T001)	NA	2858	transcript:Zm00001d044781_T001								
4-1173	4	226000937	226001136	+	10.4	NA	NA	NA	-24009	transcript:Zm00001d053320_T001								
2-1296	2	155437929	155438128	+	10.4	NA	TTS (transcript:Zm00001d005040_T001)	NA	2873	transcript:Zm00001d005039_T001								
5-655	5	190441759	190441958	+	10.4	NA	intron (transcript:Zm00001d017252_T008, intron 6 of 7)	NA	-2048	transcript:Zm00001d017253_T001								
6-734	6	120200903	120201102	+	10.4	NA	NA	NA	10317	transcript:Zm00001d037305_T001								
2-1027	2	25009753	25009952	+	10.4	NA	NA	NA	-4884	transcript:Zm00001d002865_T006								
3-1156	3	65592406	65592605	+	10.4	NA	NA	NA	-12508	transcript:Zm00001d040782_T001								
3-827	3	13586396	13586595	+	10.4	NA	NA	NA	-1731	transcript:Zm00001d039741_T001								
7-747	7	176483174	176483373	+	10.4	NA	intron (transcript:Zm00001d022381_T017, intron 5 of 9)	NA	1647	transcript:Zm00001d022381_T019								
8-972	8	177417765	177417964	+	10.4	NA	intron (transcript:Zm00001d012627_T001, intron 5 of 6)	NA	1777	transcript:Zm00001d012626_T001								
3-1022	3	137701242	137701441	+	10.4	NA	NA	NA	110926	transcript:Zm00001d000617_T001								
10-568	10	2353685	2353884	+	10.4	NA	intron (transcript:Zm00001d023299_T005, intron 1 of 3)	NA	-159	transcript:Zm00001d023299_T009								
1-1385	1	30969221	30969420	+	10.4	NA	TTS (transcript:Zm00001d028328_T001)	NA	2092	transcript:Zm00001d028328_T001								
1-1786	1	239379338	239379537	+	10.4	NA	NA	NA	-3884	transcript:Zm00001d032825_T001								
1-1326	1	266471114	266471313	+	10.4	NA	intron (transcript:Zm00001d033541_T002, intron 3 of 4)	NA	1790	transcript:Zm00001d033541_T002								
1-1376	1	22740401	22740600	+	10.4	NA	intron (transcript:Zm00001d028093_T001, intron 1 of 6)	NA	378	transcript:Zm00001d028093_T001								
7-792	7	48216984	48217183	+	10.4	NA	NA	NA	-21743	transcript:Zm00001d019650_T001								
10-684	10	147236607	147236806	+	10.4	NA	NA	NA	-2788	transcript:Zm00001d026500_T001								
1-1802	1	264508634	264508833	+	10.4	NA	intron (transcript:Zm00001d033497_T002, intron 1 of 1)	NA	6981	transcript:Zm00001d033497_T003								
4-793	4	130315265	130315464	+	10.4	NA	NA	NA	-78126	transcript:Zm00001d050911_T001								
6-864	6	134287495	134287694	+	10.4	NA	NA	NA	27711	transcript:Zm00001d037695_T009								
1-1500	1	223440022	223440221	+	10.4	NA	TTS (transcript:Zm00001d032350_T001)	NA	3407	transcript:Zm00001d032350_T008								
1-1772	1	227371865	227372064	+	10.4	NA	NA	NA	5821	transcript:Zm00001d032457_T001								
5-809	5	15494944	15495143	+	10.4	NA	TTS (transcript:Zm00001d013615_T001)	NA	1758	transcript:Zm00001d013615_T001								
10-579	10	20039549	20039748	+	10.4	NA	NA	NA	-13556	transcript:Zm00001d023784_T003								
3-885	3	156136678	156136877	+	10.4	NA	intron (transcript:Zm00001d042212_T006, intron 2 of 11)	NA	1073	transcript:Zm00001d042212_T015								
1-1362	1	12293491	12293690	+	10.4	NA	exon (transcript:Zm00001d027726_T013, exon 8 of 8)	NA	2882	transcript:Zm00001d027726_T013								
5-1159	5	56111819	56112018	+	10.4	NA	NA	NA	2118	transcript:Zm00001d014620_T001								
8-817	8	169612894	169613093	+	10.4	NA	TTS (transcript:Zm00001d012178_T001)	NA	1364	transcript:Zm00001d012179_T001								
8-916	8	132167634	132167833	+	10.4	NA	NA	NA	-50978	transcript:Zm00001d010884_T001								
5-682	5	11827943	11828142	+	10.4	NA	intron (transcript:Zm00001d013447_T001, intron 2 of 5)	NA	401	transcript:Zm00001d013447_T001								
2-1025	2	23395399	23395598	+	10.4	NA	NA	NA	-2260	transcript:Zm00001d002812_T002								
8-604	8	9113626	9113825	+	10.4	NA	NA	NA	43386	transcript:Zm00001d008454_T001								
4-1274	4	130553505	130553704	+	10.4	NA	exon (transcript:Zm00001d050914_T001, exon 1 of 1)	NA	530	transcript:Zm00001d050914_T001								
10-572	10	6769864	6770063	+	10.4	NA	NA	NA	57125	transcript:Zm00001d023471_T001								
3-1204	3	117597043	117597242	+	10.4	NA	NA	NA	-15389	transcript:Zm00001d041410_T001								
2-943	2	167436753	167436952	+	10.4	NA	NA	NA	-189139	transcript:Zm00001d005281_T004								
8-909	8	117813017	117813216	+	10.4	NA	NA	NA	43490	transcript:Zm00001d010492_T011								
5-824	5	34160448	34160647	+	10.4	NA	NA	NA	32240	transcript:Zm00001d014148_T003								
5-1106	5	282278	282477	+	10.4	NA	NA	NA	-13931	transcript:Zm00001d012803_T001								
3-1081	3	217063559	217063758	+	10.4	NA	5' UTR (transcript:Zm00001d044024_T003, exon 1 of 21)	NA	100	transcript:Zm00001d044024_T007								
4-1098	4	130122716	130122915	+	10.4	NA	NA	NA	-102695	transcript:Zm00001d050910_T001								
5-1098	5	219436608	219436807	+	10.4	NA	exon (transcript:Zm00001d018371_T005, exon 1 of 15)	NA	-602	transcript:Zm00001d018371_T003								
2-1293	2	151854507	151854706	+	10.4	NA	TTS (transcript:Zm00001d004977_T003)	NA	4157	transcript:Zm00001d004977_T003								
6-935	6	24963511	24963710	+	10.4	NA	NA	NA	8622	transcript:Zm00001d001319_T001								
6-893	6	158350584	158350783	+	10.4	NA	intron (transcript:Zm00001d038480_T001, intron 3 of 3)	NA	4904	transcript:Zm00001d038480_T001								
2-1378	2	235099763	235099962	+	10.4	NA	NA	NA	-1420	transcript:Zm00001d007577_T001								
8-769	8	96633258	96633457	+	10.4	NA	NA	NA	21182	transcript:Zm00001d010043_T001								
6-817	6	76006538	76006737	+	10.4	NA	NA	NA	54934	transcript:Zm00001d036181_T001								
4-1324	4	195470328	195470527	+	10.4	NA	exon (transcript:Zm00001d052636_T001, exon 2 of 2)	NA	1536	transcript:Zm00001d052636_T001								
1-1434	1	99892364	99892563	+	10.4	NA	NA	NA	47776	transcript:Zm00001d030018_T001								
7-618	7	167047358	167047557	+	10.4	NA	intron (transcript:Zm00001d021954_T005, intron 9 of 10)	NA	-2755	transcript:Zm00001d021955_T001								
7-870	7	165774251	165774450	+	10.4	NA	TTS (transcript:Zm00001d021908_T002)	NA	2669	transcript:Zm00001d021909_T001								
6-847	6	113161975	113162174	+	10.4	NA	promoter-TSS (transcript:Zm00001d037122_T014)	NA	70	transcript:Zm00001d037122_T014								
1-1159	1	1835450	1835649	+	10.4	NA	TTS (transcript:Zm00001d027287_T001)	NA	1317	transcript:Zm00001d027286_T001								
1-1227	1	108628085	108628284	+	10.4	NA	NA	NA	36050	transcript:Zm00001d030143_T001								
6-645	6	124552907	124553106	+	10.4	NA	exon (transcript:Zm00001d037401_T002, exon 21 of 25)	NA	17010	transcript:Zm00001d037402_T001								
2-966	2	205441904	205442103	+	10.4	NA	exon (transcript:Zm00001d006354_T002, exon 2 of 5)	NA	2673	transcript:Zm00001d006354_T003								
6-866	6	137016529	137016728	+	10.4	NA	intron (transcript:Zm00001d037772_T013, intron 7 of 8)	NA	9197	transcript:Zm00001d037772_T015								
7-678	7	71945905	71946104	+	10.4	NA	NA	NA	30135	transcript:Zm00001d019875_T001								
4-868	4	15360546	15360745	+	10.4	NA	NA	NA	10307	transcript:Zm00001d049081_T001								
2-1370	2	228542672	228542871	+	10.4	NA	NA	NA	-42803	transcript:Zm00001d001032_T001								
5-998	5	67326022	67326221	+	10.4	NA	intron (transcript:Zm00001d001572_T001, intron 2 of 3)	NA	668	transcript:Zm00001d001572_T001								
4-975	4	194261035	194261234	+	10.4	NA	NA	NA	-2272	transcript:Zm00001d052595_T001								
2-889	2	47681843	47682042	+	10.4	NA	5' UTR (transcript:Zm00001d003546_T001, exon 1 of 5)	NA	249	transcript:Zm00001d003546_T001								
7-723	7	148761668	148761867	+	10.4	NA	3' UTR (transcript:Zm00001d021318_T006, exon 11 of 11)	NA	-1019	transcript:Zm00001d021318_T005								
5-737	5	104523674	104523873	+	10.4	NA	NA	NA	-219419	transcript:Zm00001d015669_T001								
6-1026	6	142796995	142797194	+	10.4	NA	NA	NA	-18903	transcript:Zm00001d037937_T001								
1-1753	1	217711637	217711836	+	10.4	NA	NA	NA	-7386	transcript:Zm00001d032221_T001								
5-1068	5	192061554	192061753	+	10.4	NA	exon (transcript:Zm00001d017298_T011, exon 2 of 9)	NA	573	transcript:Zm00001d017298_T008								
7-919	7	66943337	66943536	+	10.4	NA	NA	NA	-257433	transcript:Zm00001d019830_T001								
4-1128	4	182703594	182703793	+	10.4	NA	NA	NA	34321	transcript:Zm00001d052190_T001								
4-924	4	127297751	127297950	+	10.4	NA	promoter-TSS (transcript:Zm00001d050861_T001)	NA	-256	transcript:Zm00001d050861_T001								
2-1349	2	210205486	210205685	+	10.4	NA	exon (transcript:Zm00001d006511_T001, exon 4 of 5)	NA	1343	transcript:Zm00001d006511_T005								
8-918	8	133948766	133948965	+	10.4	NA	NA	NA	46851	transcript:Zm00001d010931_T001								
1-1491	1	209947192	209947391	+	10.4	NA	exon (transcript:Zm00001d032029_T003, exon 1 of 4)	NA	648	transcript:Zm00001d032029_T002								
10-576	10	16709157	16709356	+	10.4	NA	TTS (transcript:Zm00001d023715_T016)	NA	2121	transcript:Zm00001d023715_T024								
4-1224	4	48047219	48047418	+	10.4	NA	NA	NA	-114140	transcript:Zm00001d049853_T001								
4-966	4	184366182	184366381	+	10.4	NA	intron (transcript:Zm00001d052239_T001, intron 1 of 1)	NA	2412	transcript:Zm00001d052239_T001								
3-1206	3	119818793	119818992	+	10.4	NA	intron (transcript:Zm00001d041438_T014, intron 9 of 18)	NA	-8018	transcript:Zm00001d041438_T016								
6-942	6	40027343	40027542	+	10.4	NA	3' UTR (transcript:Zm00001d035666_T002, exon 6 of 6)	NA	1646	transcript:Zm00001d035666_T001								
1-1670	1	114100973	114101172	+	10.4	NA	NA	NA	6302	transcript:Zm00001d030223_T001								
1-1115	1	242309044	242309243	+	10.4	NA	NA	NA	-22245	transcript:Zm00001d032902_T001								
3-962	3	31989851	31990050	+	10.4	NA	NA	NA	-13280	transcript:Zm00001d040204_T001								
7-953	7	113760619	113760818	+	10.4	NA	intron (transcript:Zm00001d020431_T002, intron 11 of 14)	NA	1570	transcript:Zm00001d020431_T003								
4-917	4	100448240	100448439	+	10.4	NA	NA	NA	37916	transcript:Zm00001d050557_T001								
1-1679	1	126946436	126946635	+	10.4	NA	NA	NA	-44233	transcript:Zm00001d030372_T001								
7-656	7	28361576	28361775	+	10.4	NA	NA	NA	-36121	transcript:Zm00001d019334_T001								
2-1059	2	69913231	69913430	+	10.4	NA	NA	NA	-110704	transcript:Zm00001d003934_T001								
2-1220	2	23019262	23019461	+	10.0	NA	NA	NA	-45482	transcript:Zm00001d002799_T001								
7-767	7	14405094	14405293	+	10.0	NA	NA	NA	11770	transcript:Zm00001d019059_T002								
3-1474	3	171422378	171422577	+	10.0	NA	intron (transcript:Zm00001d042541_T006, intron 1 of 4)	NA	759	transcript:Zm00001d042541_T005								
1-1515	1	242000731	242000930	+	10.0	NA	promoter-TSS (transcript:Zm00001d032896_T001)	NA	12	transcript:Zm00001d032896_T001								
8-1071	8	96810200	96810399	+	10.0	NA	NA	NA	-3931	transcript:Zm00001d010047_T001								
6-997	6	113845441	113845640	+	10.0	NA	NA	NA	-14529	transcript:Zm00001d037143_T001								
10-779	10	113891335	113891534	+	10.0	NA	NA	NA	-51564	transcript:Zm00001d025310_T001								
8-1148	8	168638310	168638509	+	10.0	NA	NA	NA	-14486	transcript:Zm00001d012132_T001								
1-1821	1	284606347	284606546	+	10.0	NA	NA	NA	-2440	transcript:Zm00001d034126_T003								
3-1215	3	131869478	131869677	+	10.0	NA	exon (transcript:Zm00001d041653_T001, exon 2 of 3)	NA	821	transcript:Zm00001d041653_T001								
2-1009	2	7834790	7834989	+	10.0	NA	intron (transcript:Zm00001d002198_T002, intron 1 of 4)	NA	1541	transcript:Zm00001d002198_T001								
4-1481	4	117958186	117958385	+	10.0	NA	exon (transcript:Zm00001d050715_T004, exon 1 of 3)	NA	1890	transcript:Zm00001d050715_T004								
1-1818	1	280039515	280039714	+	10.0	NA	intron (transcript:Zm00001d033982_T001, intron 1 of 9)	NA	597	transcript:Zm00001d033982_T001								
9-770	9	30216467	30216666	+	10.0	NA	exon (transcript:Zm00001d045635_T002, exon 21 of 21)	NA	1580	transcript:Zm00001d045635_T075								
2-1280	2	122635069	122635268	+	10.0	NA	NA	NA	44018	transcript:Zm00001d004626_T001								
8-853	8	20701625	20701824	+	10.0	NA	NA	NA	-33682	transcript:Zm00001d008797_T001								
9-1116	9	102445011	102445210	+	10.0	NA	exon (transcript:Zm00001d046688_T001, exon 2 of 3)	NA	176	transcript:Zm00001d046688_T002								
8-976	8	178306672	178306871	+	10.0	NA	5' UTR (transcript:Zm00001d012667_T012, exon 1 of 7)	NA	416	transcript:Zm00001d012667_T012								
2-1432	2	29239393	29239592	+	10.0	NA	promoter-TSS (transcript:Zm00001d003003_T001)	NA	-899	transcript:Zm00001d003003_T001								
6-1246	6	173929856	173930055	+	10.0	NA	NA	NA	-2468	transcript:Zm00001d039231_T001								
5-1468	5	190447068	190447267	+	10.0	NA	intron (transcript:Zm00001d017252_T008, intron 6 of 7)	NA	1529	transcript:Zm00001d017252_T009								
3-1384	3	57881733	57881932	+	10.0	NA	NA	NA	-80175	transcript:Zm00001d040682_T001								
3-1501	3	190810533	190810732	+	10.0	NA	intron (transcript:Zm00001d043182_T002, intron 3 of 9)	NA	2394	transcript:Zm00001d043182_T002								
2-1410	2	10652657	10652856	+	10.0	NA	5' UTR (transcript:Zm00001d002346_T005, exon 1 of 2)	NA	483	transcript:Zm00001d002346_T003								
2-1345	2	209000821	209001020	+	10.0	NA	TTS (transcript:Zm00001d006464_T001)	NA	1771	transcript:Zm00001d006464_T001								
5-1294	5	218013138	218013337	+	10.0	NA	promoter-TSS (transcript:Zm00001d018289_T026)	NA	-516	transcript:Zm00001d018289_T026								
